text,complexity,taboo_word_0,taboo_word_1,taboo_word_2,taboo_word_3,taboo_word_4,taboo_word_5,taboo_word_6,taboo_word_7,taboo_word_8,taboo_word_9
دزد حاضر و بز حاضر,2,سرقت,جرم,مجسمه,خودکار,پشت در,عملیات,بزه,حضور,شکار,پنهان
دزد آب گرون می خورد,2,بهره,مخفیانه,مسروقه,سرقت,آب,قیمت,پول,گران,غارت,مجرم
درخت پربارسنگ میخورد,2,چوب,زردآلو,میوه,جنگل,سایه,ریشه,شاخه,سبز,طبیعت,خوابیدن
دانایی توانایی است,2,آگاهی,علم,مهارت,تفکر,تحصیلات,مطالعه,تجربه,درک,فهم,استعداد
خوانسار است و یک خرس,2,خرس,جنگل,بازی,حیوان,چوب,غذا,طبیعت,دوستان,خواب,حمل
خودکرده راتدبیر نیست,2,سرنوشت,دست خود,انتخاب,زندگی,تقدیر,تصمیم,عمل,فرصت,کنترل,مسئولیت
خدا را بنده نیست,2,پرستش,معبود,ایمان,عبادت,عبید,آسمانی,قدرت,روشنفکر,قید,دین
خانه خرس و بادیه مس,2,محیط طبیعی,پناهگاه,حیات وحش,بیابان,جانواران,لانه,علفزار,زمین‌های باز,اکوسیستم,خشکی
حکمت برده، بلاهت است,2,نادانی,احمق,دانش,فکر,خودآگاهی,تصمیم,آگاهی,عقل,تعقل,تجربه
حقیقت بهتر از طلاست,2,صداقت,ارزش,دروغ,مال,ثروت,شرافت,تقلب,درماندگی,تجربه,ناامیدی
حرف مساوی با عمل,2,اقامت,قول,عملکرد,اجرای برنامه,تعهد,عملی,هدف,کمیت,رسم,اقدام
چاه بازکن,3,اب,سوراخ,پمپ,میکانیکی,پیشخوان,بنا,دستگاه,بستر,پیشرفت,نصب
Usb,1,پورت,داده,کامپیوتر,کابل,اتصال,دستگاه,انتقال,ذخیره,سخت‌افزار,برق
حسود کور است  ,2,هیچکس,چشم,قضاوت,دوست,شخصیت,احساس,رضایت,خودخواهی,غم,مقایسه
حسد پیر نمی شود,2,رقابت,کینه,نگرانی,تفاوت,تنگ نظری,احساس,نقص,کینه توزی,عدم رضایت,مقایسه
حافظه ساعت زندگی است,2,زمان,یادآوری,گذشته,رویدادها,تجربه,تاریخچه,لحظه,حوادث,عملکرد,احساسات
چوب دوسر طلاست,2,سکه,طلا,پول,زر,سرمایه,قیمت,تجارت,مبادله,استخراج,ثروت
جیبش تارعنکبوت بسته,2,پول,خراب,فقر,خالی,ولخرجی,مصرف,شغل,تجارت,پس‌انداز,تنهایی
جان به عزرائيل نميده,2,مرگ,روح,مردن,خدا,فرشتۀ مرگ,آخرت,قضا,قدر,زندگی,عذاب
جا تر است و بچه نيست,2,چادر,پناهگاه,زیرزمین,محل خواب,کودک,غار,غرفه,سرپناه,تخت خواب,پنهان
ترب هم جز مركبات شده,2,سبزی,غذا,رنگ‌دار,گلابی,مقوی,آشپزی,دریاچه,خوردنی,سالاد,تغذیه
تب تندعرقش زوددرمياد,2,بیماری,بخار,مدت,کمبود,علائم,سرفه,گرما,ویروس,بیمارستان,عفونت
عقربه,1,ساعت,دیجیتال,چرخش,نقطه,زمان,تنظیم,حرکت,سنسور,اندازه‌گیری,مدل
کلک ,3,فریب,دغل,ترفند,حقه,کلک‌سازی,نیرنگ,شیوه,دروغ,فریبنده,تزویر
پیاده شو با هم برویم,2,حرکت,وسایل نقلیه,سفر,دوست,ترمز,ایستگاه,ماشین,راهنما,جمعیت,توقف
پشت تاپو بزرگ شد,2,کوه,بلند,منظر,نمایش,فاصله,سراشیبی,حرکت,نقطه,نگاه,پیمایش
پايان شب سيه سپيد است,2,پاسی از شب,صبح,تاریکی,روشنایی,سیاه,سفید,دگرگونی,تغییر,زمان,تابش
معتبر,2,اعتبار,دیپلم,مدرک,وزارت,قانونی,اصلی,تایید,سند,رسمی,پذیرش
اميدواري يعني پيروزي,2,پیروزی,امید,رهایی,موفقیت,آینده,خوشبینی,تلاش,نیکبختی,سعادت,شکست
دست و پا چلفتی,2,بی‌دقت,دست و پا,حرکت,شکندن,سقوط,ناموزون,خرابکاری,گنگ,نابسامانی,زعزله
میهن پرست,3,وطن,عشق,شجاعت,دفاع,هویت,ملی,پرچم,خودکفایی,فداکاری,مردم
پیاده به سوار نمی رسد,2,خودرو,سوارکاری,سفر,حرکت,ترافیک,مسیر,حرکت کردن,وسایل نقلیه,سرعت,پیشی گرفتن
زیلو,2,فرش,کفپوش,بافته,دستباف,زیرانداز,محل نشیمن,تزئین,ایران,طرح,گزاف
خود پسند,3,فردگرا,تک‌روی,خودخواهی,بینش محدود,عدم هم‌دلی,غیر اجتماعی,خود برتربینی,عشق به خود,غرض‌ورزی,فخرفروشی
طراح کفش,3,مد,کفش,بافت,زرق و برق,فناوری,طراحی,صنعت,محصول,جنس,سلیقه
آش شیرازی,2,غذا,برنج,ادویه,مرغ,پلو,سنتی,نوشیدنی,خورشت,شیرینی,پختن
بزن قدش,1,آبشار,شادی,دست دادن,تکون,دوستی,انرژی,شور,خوشحالی,تقویت,پشتیبانی
دندون عقل,2,درد,جراحی,سوزن,دندانپزشک,سن بلوغ,دندان,فک,عفونت,کشیدن,فضای دهان
بخوانیم و بنویسیم,3,کتاب,زبان,متن,نوشتن,خواندن,تحصیل,آموزش,نویسنده,مقاله,درس
زنگ خونه,1,صدای نوا,در,ورودی,فشردن,سیگنال,مهمان,دستگیره,نشانه,آشپزخانه,پیش‌در
دو،ر،می،فا,2,موسیقی,نواختن,نت,آهنگ,کلاسیک,هارمونی,ساز,سلفژ,صدای,ضرب
بلا,1,شر,آسیب,مشکل,نقص,فاجعه,سختی,بدبختی,نقشه,تحمل,حادثه
فیروزه ای,2,رنگ,سنگ,آبی,نقاشی,زیورآلات,درخشان,طبیعت,شرقی,خنک,سنتی
کارتن,1,بسته,کاغذ,حمل و نقل,نقل و انتقال,محصول,پکیج,تولید,ساخت,مقوایی,بسته بندی
مامو گرافی,2,پستان,سرطان,تصویر,تشخیص,پرتو,عکس,پزشکی,آزمایش,زنان,بافت
مامایی,2,زایمان,کودک,پرستاری,درد,زنان,پزشکی,مراقبت,بیمارستان,نوزاد,چکاپ
اپتومتریست,2,چشم,بینایی,عدسی,معاینه,بیمار,بینایی سنجی,تجویز,ببند,فرو,تجهیزات
راشیتیسم,2,بیماری,رشد,استخوان,کودک,غذا,مشکل,پرورش,کمبود,پیشگیری,ناهنجاری
تلگراف,2,پیام,ارتباط,نوشته,وسیله,سیگنال,سیم,بیرون,دولت,انتقال,مقاله
بسکت,1,توپ,سبد,ورزش,یکی,مسابقه,زمین,امتیاز,حرکت,بازی,تیم
کراتین,2,پروتئین,مو,ناخن,تقویت,زیبایی,مکمل,رشد,بدنسازی,فراورده,مواد مغذی
خوراک لوبیا,3,غذا,پروتئین,سبزیجات,آشپزی,آش,نوشیدنی,پر انرژی,طرز تهیه,مغذی,دسر
ساندویچ فیله,3,گوشت,نان,غذا,کالباس,سالاد,سوس,خوراک,خورشت,میان‌وعده,سرو کردن
ماما,2,مادر,پرستار,شیر,دلسوز,عشق,غذا,خانه,کودک,پناه,سختی
برو خودتو سیاه کن,2,رنگ,چهره,نقاشی,سایه,سیاهی,ظاهر,فام,تزیین,کوزک,صورت
قوطی کبریت,2,آتش,چوب,بازی,سرخ,نور,مواد,سوزاندن,ایجاد,اجاق,مکعب
کنسرو مخلوط,3,خوراک,سبزیجات,غذا,بسته بندی,مرغ,ماهی,کنسرو,کنار گذاشتن,رایج,سالم
کوآنزیم,2,آنزیم,پروتئین,متابولیسم,کاتالیزور,بیوشیمی,تولید,عملکرد,غذا,مواد شیمیایی,سلول
استفراغ,1,نیاوردن,دهان,باد,کزاز,غیس,معده,ناراحتی,رفتار,غذا,بیماری
اضافه وزن,2,چاقی,کاهش وزن,رژیم,سلامت,چربی,غذا,ورزش,بدن,کم‌تحرکی,پرهیز
فکر نان کن که خربزه آبه,2,تأمین,مشکل,بحران,غذا,اقتصاد,درآمد,فقر,کمبود,مخارج,معیشت
تو سری خور,2,زیر پا,سرافکنده,تحقیر,پست,مغلوب,حقارت,شرم,ضعف,ناتوان,فشار
جراحی قلب ,2,پزشکی,بیماری,عمل جراحی,قلبی,عروق,نظام گردش خون,تپش,متخصص,بیمارستان,بیهوشی
یخچال مسافرتی,3,چادر,کوهنوردی,غذا,حمل و نقل,سرما,کمپینگ,بیرون,دوستداران طبیعت,محصولات غذایی,نگهداری
باله در آب,3,شناگر,آب,رقص,آشفتگی,اجرای زنده,حرکت,توجه,پوشش,خودنمایی,ویژه
پاکبان,3,زباله,شهر,تمیزی,کارگر,خیابان,محیط زیست,جمع‌آوری,آشغال,سرویس,خدمات عمومی
استریل,2,عفونت,باکتری,آلودگی,تمیز,خودسازی,جراحی,محیط,پزشکی,نقاط,ضد عفونی
مجسمه تزیینی,3,هنر,نقش,زینت,خالق,ماده,تندیس,زیبایی,دکوراسیون,کادری,سفالی
نکرده کار نبر به کار,2,تنبل,کار نکردن,تنبلی,بی‌خیال,محیط کار,وقت‌گذرانی,وظیفه,تعهد,تنبلی کردن,فرار از مسئولیت
برگ سبزی تحفه درویش,2,تحفه,درویش,سبز,طبیعت,هدیه,عطریات,گلی,خوشبو,مفت,شادی
به لعنت خدا نمی ارزد,2,بی ارزش,نابود,تنفر,خشم,مشکل,ناامیدی,عذاب,بی فایده,بی هدف,محرومیت
بیسواد کور است,2,آموزش,کتاب,دانش,تحصیل,سواد,شیوه,تحقیقات,تحصیل‌کرده,درک,کمبود
بیگاری به ز بیکاری,2,کار,بیکار,مشغول,فرار,تلاش,دست‌مزد,زحمت,چاره,عقب‌مانده,شغل
به یک پول سیاه نیرزد,2,بی‌ارزش,پول,هزینه,سود,سرمایه,کالا,فایده,معامله,خرابی,تجارت
پیراهن عثمان درست کردن,2,دوخت,مد,فشن,پارچه,سازنده,پوشاک,طرح,سفارش,تزیین,تنظیم
پی نخود سیاه فرستادن,2,نخود,پی,سیاه,فرستادن,تجارت,محصول,زرع,کشاورزی,ارسال,خاک
پول،پول میاره,2,ثروت,سکه,درآمد,تجارت,سرمایه,بانک,فروش,معامله,سرنخ,خرید
چاه کن همیشه ته چاهه,2,حفاری,زمین,عمیق,دستگاه,آب,مشکلات,خطر,خرابی,پلایم,غرق شدن
چراغ دروغ؛فروغ ندارد,2,نور,رنگ,تظاهر,طلوع,خودفریبی,پنهان,واقعیت,سایه,فریب,تصویر
حکیم حکیمان خداست,2,دانش,خداوند,معرفت,عقل,فرزانگی,پند,زیرکی,قدرت,حکمت,بزرگ
چوب خدا صدا نداره,2,سکوت,عذاب,دعا,ایمان,محبت,معبود,آرامش,خفا,قدرت,شکوه
چند مرده حلاج است,2,پیشگویی,اسم,فقاهت,تفسیر,صداقت,عقل,تصوف,شیخ,عاشق,معنا
حرف حساب بی جوابه,2,مکالمه,استدلال,پاسخ,تعهد,دلایل,استدعا,بحث,فرصت,نقطه نظر,توجیه
حرف راست از بچه بشنو,2,صداقت,کودک,گفتگو,راستگویی,صحیح,گوش دادن,نظریات,خبر,حقایق,بزرگسال
حنایش رنگی ندارد,2,رنگ,چهره,زیبایی,آرایش,نور,جذبه,شدت,هماهنگی,نقاشی,احساس
خلایق هرچه لایق,2,افراد,شایستگی,انتخاب,مناسب,دستورات,حق,آرزوها,خودخواهی,محبت,انتظار
حواله ی سر خر من است,2,حیوان,خر,انتخابات,مال,مدیون,تسویه,قرض,بدهی,ضامن,پرداخت
خبر بد زود میرسه,2,پیش‌بینی,ناراحت‌کننده,خبر,اجتناب,سرعت,غافلگیر,زود,اعلام,منفی,شگفتی
حیا بر جوانان نکوست,2,ادب,شرم,خودداری,احترام,نیکویی,اخلاق,حفظ,سلوک,آداب,فطرت
خاموشی. باغ اندیشه,2,سکوت,تفکر,تامل,عقل,کریستال,بخشش,تنهایی,ذهن,غفلت,چشم درونی
خوبی گم نشود,2,دوست,یاد,محبت,حس,نگهداری,خاطره,احساس,بخشندگی,نیکی,مواظبت
دایه دلسوز تر ازمادر,2,مراقب,محبت,پرورش,نگهداری,عاطفی,رنج,سختی,سرپرستی,نیکی,ایثار
دزد نگرفته؛پادشاهه,2,مجرم,سرقت,سلطنت,بیداد,بخشایش,قدرت,شخصیت,تاج,فریب,قضاوت
دست دستو میشناسه,2,گروه,شناسایی,فرد,تعامل,عمل,انتقال,ارتباط,دستوری,تشخیص,عملکرد
دیر بیا؛ شیر بیا,2,تأخیر,شیرینی,غذا,شیر,سر زدن,چای,دعوت,مهمانی,مغازه,خودرو
دیر اومده؛زود میره,2,وقت,کوتاه,خواب,غیبت,فوری,فرصت,سرعت,محل,تغییر,حرکت
روزی به قدم است,2,علت,صحنه,اتفاق,وضعیت,گام,زمان,آینده,فرصت,حرکت,آرامش
ریگ باش ته جو باش,2,ساحل,آب,دریا,ستاره,تفریح,گردش,چادر,شن,خورشید,مرأة
سال نو؛ کوزه نو,2,عید,نوروز,سفره,هفت سین,جشن,خوشحالی,تحویل,بازگشت,تجدید,خانواده
زن نداری غم نداری,2,محبت,زندگی,تنهایی,غم,کسی,پشتیبانی,دوستی,بغض,رنج,احساس
شاه در غربت گداست,2,فقر,تنهایی,قدرت,پادشاه,درد,نجات,عظمت,محبت,اندوه,آوارگی
شب عاشق صبح فارغ,2,عشق,شب,صبح,احساس,دوستی,جدایی,آرامش,هوس,خواب,رویا
صدقه رفع بلاست,2,خیریه,کمک,نذر,دستگیری,آسیب,سختی,مال,دعا,فقر,بهبود
چسب زخم,1,پانسمان,زخم,باند,پرس,پوشش,دارو,مرهم,جراحت,عفونت,پوست
سیستول,2,فشار,قلب,خون,عروق,پالس,دستگاه,ضربان,تن,عکس,طبیعی
خر زور,2,حیوان,گاو,نر,بارکش,غذای علفی,شاخدار,کشاورزی,سرگرمی,راحتی,قدرت
قفسه سینه,2,قلب,پستان,شکمی,دنده,تنفس,سینه,عضله,رگ,سیستم گردش خون,جذابیت
هنرپیشه,3,سینما,نمایش,بازیگری,شخصیت,فیلمنامه,صحنه,تلویزیون,معروف,تئاتر,اجرای زنده
نوارقلب,2,پزشکی,فشارخون,تشخیص,ضربان,قلب,سیگنال,الکترو,تست,سلامتی,ابزار
مثل آب خوردن ,1,ساده,آسان,بدون تلاش,راحت,بی زحمت,بدون مشکل,اجرای سریع,سهل,بدون فکر,یادگیری سریع
شگفت انگیز,2,عجیب,بی نظیر,غافلگیرکننده,کشف,سحرآمیز,خارق العاده,شگفتی,محیرالعقول,فوق العاده,مختلف
شیرین زبان,2,فریبنده,لطیف,دلنشین,گفتگوی نرم,محاوره ای,خوش زبان,مجذوب کننده,جذاب,زبان عسلین,ظهور شیرین
شیرین سخن,2,محبت,گفتگو,دلنشین,زبان,فصاحت,احساس,تشویق,نرم,خوشایند,دوستی
بیت,2,شعر,قافیه,مصرع,ادبیات,نظم,خواندن,غزل,نوازش,سخن,احساس
